article_number,batch_name,char_length
101443,softcite_data/step1_txt/pmc/PMC3099599-0/text.txt.gz,5260
101444,softcite_data/step1_txt/pmc/PMC3099599-1/text.txt.gz,3222
101445,softcite_data/step1_txt/pmc/PMC3099599-2/text.txt.gz,3642
101446,softcite_data/step1_txt/pmc/PMC3099599-3/text.txt.gz,5070
101447,softcite_data/step1_txt/pmc/PMC3103400-0/text.txt.gz,3056
101448,softcite_data/step1_txt/pmc/PMC3103400-1/text.txt.gz,3302
101449,softcite_data/step1_txt/pmc/PMC3103400-2/text.txt.gz,1578
101450,softcite_data/step1_txt/pmc/PMC3104442-0/text.txt.gz,4154
101451,softcite_data/step1_txt/pmc/PMC3104447-0/text.txt.gz,3077
101452,softcite_data/step1_txt/pmc/PMC3105518-0/text.txt.gz,4741
101453,softcite_data/step1_txt/pmc/PMC3105518-1/text.txt.gz,3605
101454,softcite_data/step1_txt/pmc/PMC3105518-10/text.txt.gz,3095
101455,softcite_data/step1_txt/pmc/PMC3105518-11/text.txt.gz,1482
101456,softcite_data/step1_txt/pmc/PMC3105518-2/text.txt.gz,3567
101457,softcite_data/step1_txt/pmc/PMC3105518-3/text.txt.gz,3366
101458,softcite_data/step1_txt/pmc/PMC3105518-4/text.txt.gz,5636
101459,softcite_data/step1_txt/pmc/PMC3105518-5/text.txt.gz,5069
101460,softcite_data/step1_txt/pmc/PMC3105518-6/text.txt.gz,5196
101461,softcite_data/step1_txt/pmc/PMC3105518-7/text.txt.gz,3159
101462,softcite_data/step1_txt/pmc/PMC3105518-8/text.txt.gz,3427
101463,softcite_data/step1_txt/pmc/PMC3105518-9/text.txt.gz,4025
101464,softcite_data/step1_txt/pmc/PMC3105927-0/text.txt.gz,3935
101465,softcite_data/step1_txt/pmc/PMC3105927-1/text.txt.gz,3949
101466,softcite_data/step1_txt/pmc/PMC3105927-2/text.txt.gz,3451
101467,softcite_data/step1_txt/pmc/PMC3105927-3/text.txt.gz,2551
101468,softcite_data/step1_txt/pmc/PMC3112533-0/text.txt.gz,3749
101469,softcite_data/step1_txt/pmc/PMC3112533-1/text.txt.gz,4093
101470,softcite_data/step1_txt/pmc/PMC3112533-2/text.txt.gz,3308
101471,softcite_data/step1_txt/pmc/PMC3112533-3/text.txt.gz,4230
101472,softcite_data/step1_txt/pmc/PMC3112533-4/text.txt.gz,3880
101473,softcite_data/step1_txt/pmc/PMC3112533-5/text.txt.gz,6453
101474,softcite_data/step1_txt/pmc/PMC3112533-6/text.txt.gz,2439
101475,softcite_data/step1_txt/pmc/PMC3113190-0/text.txt.gz,3779
101476,softcite_data/step1_txt/pmc/PMC3113190-1/text.txt.gz,3638
101477,softcite_data/step1_txt/pmc/PMC3113190-2/text.txt.gz,1713
101478,softcite_data/step1_txt/pmc/PMC3113214-0/text.txt.gz,3652
101479,softcite_data/step1_txt/pmc/PMC3113214-1/text.txt.gz,4255
101480,softcite_data/step1_txt/pmc/PMC3113214-2/text.txt.gz,2377
101481,softcite_data/step1_txt/pmc/PMC3114318-0/text.txt.gz,3196
101482,softcite_data/step1_txt/pmc/PMC3114353-0/text.txt.gz,3893
101483,softcite_data/step1_txt/pmc/PMC3114356-0/text.txt.gz,2878
101484,softcite_data/step1_txt/pmc/PMC3114360-0/text.txt.gz,4722
101485,softcite_data/step1_txt/pmc/PMC3114360-1/text.txt.gz,3620
101486,softcite_data/step1_txt/pmc/PMC3114360-2/text.txt.gz,1191
101487,softcite_data/step1_txt/pmc/PMC3114389-0/text.txt.gz,5747
101488,softcite_data/step1_txt/pmc/PMC3114389-1/text.txt.gz,5054
101489,softcite_data/step1_txt/pmc/PMC3114389-2/text.txt.gz,4298
101490,softcite_data/step1_txt/pmc/PMC3114389-3/text.txt.gz,8074
101491,softcite_data/step1_txt/pmc/PMC3114389-4/text.txt.gz,3333
101492,softcite_data/step1_txt/pmc/PMC3114389-5/text.txt.gz,1504
101493,softcite_data/step1_txt/pmc/PMC3116106-0/text.txt.gz,3177
101494,softcite_data/step1_txt/pmc/PMC3116106-1/text.txt.gz,5666
101495,softcite_data/step1_txt/pmc/PMC3116106-2/text.txt.gz,394
101496,softcite_data/step1_txt/pmc/PMC3123123-0/text.txt.gz,3620
101497,softcite_data/step1_txt/pmc/PMC3123123-1/text.txt.gz,3277
101498,softcite_data/step1_txt/pmc/PMC3123123-2/text.txt.gz,3448
101499,softcite_data/step1_txt/pmc/PMC3128530-0/text.txt.gz,3605
101500,softcite_data/step1_txt/pmc/PMC3128530-1/text.txt.gz,3361
101501,softcite_data/step1_txt/pmc/PMC3128530-2/text.txt.gz,4247
101502,softcite_data/step1_txt/pmc/PMC3128530-3/text.txt.gz,3393
101503,softcite_data/step1_txt/pmc/PMC3128530-4/text.txt.gz,367
101504,softcite_data/step1_txt/pmc/PMC3129971-0/text.txt.gz,4250
101505,softcite_data/step1_txt/pmc/PMC3129971-1/text.txt.gz,2107
101506,softcite_data/step1_txt/pmc/PMC3130168-0/text.txt.gz,4290
101507,softcite_data/step1_txt/pmc/PMC3130168-1/text.txt.gz,3056
101508,softcite_data/step1_txt/pmc/PMC3130168-10/text.txt.gz,192
101509,softcite_data/step1_txt/pmc/PMC3130168-2/text.txt.gz,4109
101510,softcite_data/step1_txt/pmc/PMC3130168-3/text.txt.gz,3141
101511,softcite_data/step1_txt/pmc/PMC3130168-4/text.txt.gz,3329
101512,softcite_data/step1_txt/pmc/PMC3130168-5/text.txt.gz,5794
101513,softcite_data/step1_txt/pmc/PMC3130168-6/text.txt.gz,4389
101514,softcite_data/step1_txt/pmc/PMC3130168-7/text.txt.gz,3991
101515,softcite_data/step1_txt/pmc/PMC3130168-8/text.txt.gz,3051
101516,softcite_data/step1_txt/pmc/PMC3130168-9/text.txt.gz,4759
101517,softcite_data/step1_txt/pmc/PMC3132874-0/text.txt.gz,5540
101518,softcite_data/step1_txt/pmc/PMC3132874-1/text.txt.gz,4048
101519,softcite_data/step1_txt/pmc/PMC3132874-2/text.txt.gz,4063
101520,softcite_data/step1_txt/pmc/PMC3132874-3/text.txt.gz,4104
101521,softcite_data/step1_txt/pmc/PMC3132874-4/text.txt.gz,3244
101522,softcite_data/step1_txt/pmc/PMC3132874-5/text.txt.gz,612
101523,softcite_data/step1_txt/pmc/PMC3134358-0/text.txt.gz,3383
101524,softcite_data/step1_txt/pmc/PMC3134358-1/text.txt.gz,917
101525,softcite_data/step1_txt/pmc/PMC3134982-0/text.txt.gz,3049
101526,softcite_data/step1_txt/pmc/PMC3134982-1/text.txt.gz,3183
101527,softcite_data/step1_txt/pmc/PMC3134982-2/text.txt.gz,343
101528,softcite_data/step1_txt/pmc/PMC3138425-0/text.txt.gz,3279
101529,softcite_data/step1_txt/pmc/PMC3138425-1/text.txt.gz,3192
101530,softcite_data/step1_txt/pmc/PMC3138425-10/text.txt.gz,864
101531,softcite_data/step1_txt/pmc/PMC3138425-2/text.txt.gz,3408
101532,softcite_data/step1_txt/pmc/PMC3138425-3/text.txt.gz,3272
101533,softcite_data/step1_txt/pmc/PMC3138425-4/text.txt.gz,4230
101534,softcite_data/step1_txt/pmc/PMC3138425-5/text.txt.gz,3578
101535,softcite_data/step1_txt/pmc/PMC3138425-6/text.txt.gz,3134
101536,softcite_data/step1_txt/pmc/PMC3138425-7/text.txt.gz,4311
101537,softcite_data/step1_txt/pmc/PMC3138425-8/text.txt.gz,3854
101538,softcite_data/step1_txt/pmc/PMC3138425-9/text.txt.gz,3024
101539,softcite_data/step1_txt/pmc/PMC3140372-0/text.txt.gz,3232
101540,softcite_data/step1_txt/pmc/PMC3140372-1/text.txt.gz,5598
101541,softcite_data/step1_txt/pmc/PMC3140372-2/text.txt.gz,3543
101542,softcite_data/step1_txt/pmc/PMC3140372-3/text.txt.gz,5765
101543,softcite_data/step1_txt/pmc/PMC3140372-4/text.txt.gz,5149
101544,softcite_data/step1_txt/pmc/PMC3140372-5/text.txt.gz,3069
101545,softcite_data/step1_txt/pmc/PMC3140372-6/text.txt.gz,1630
101546,softcite_data/step1_txt/pmc/PMC3142024-0/text.txt.gz,4765
101547,softcite_data/step1_txt/pmc/PMC3142024-1/text.txt.gz,3234
101548,softcite_data/step1_txt/pmc/PMC3142024-2/text.txt.gz,4321
101549,softcite_data/step1_txt/pmc/PMC3142024-3/text.txt.gz,3583
101550,softcite_data/step1_txt/pmc/PMC3142024-4/text.txt.gz,4359
101551,softcite_data/step1_txt/pmc/PMC3142024-5/text.txt.gz,3122
101552,softcite_data/step1_txt/pmc/PMC3146002-0/text.txt.gz,2625
101553,softcite_data/step1_txt/pmc/PMC3148455-0/text.txt.gz,3570
101554,softcite_data/step1_txt/pmc/PMC3148455-1/text.txt.gz,2438
101555,softcite_data/step1_txt/pmc/PMC3148775-0/text.txt.gz,3603
101556,softcite_data/step1_txt/pmc/PMC3148775-1/text.txt.gz,3536
101557,softcite_data/step1_txt/pmc/PMC3148775-2/text.txt.gz,174
101558,softcite_data/step1_txt/pmc/PMC3149990-0/text.txt.gz,3705
101559,softcite_data/step1_txt/pmc/PMC3149990-1/text.txt.gz,3689
101560,softcite_data/step1_txt/pmc/PMC3149990-2/text.txt.gz,990
101561,softcite_data/step1_txt/pmc/PMC3155146-0/text.txt.gz,4083
101562,softcite_data/step1_txt/pmc/PMC3156814-0/text.txt.gz,3842
101563,softcite_data/step1_txt/pmc/PMC3156814-1/text.txt.gz,1546
101564,softcite_data/step1_txt/pmc/PMC3158666-0/text.txt.gz,3141
101565,softcite_data/step1_txt/pmc/PMC3158666-1/text.txt.gz,4056
101566,softcite_data/step1_txt/pmc/PMC3158666-2/text.txt.gz,3314
101567,softcite_data/step1_txt/pmc/PMC3158666-3/text.txt.gz,1994
101568,softcite_data/step1_txt/pmc/PMC3159478-0/text.txt.gz,4861
101569,softcite_data/step1_txt/pmc/PMC3159478-1/text.txt.gz,3347
101570,softcite_data/step1_txt/pmc/PMC3159478-2/text.txt.gz,3132
101571,softcite_data/step1_txt/pmc/PMC3159478-3/text.txt.gz,3718
101572,softcite_data/step1_txt/pmc/PMC3159478-4/text.txt.gz,4036
101573,softcite_data/step1_txt/pmc/PMC3159478-5/text.txt.gz,4059
101574,softcite_data/step1_txt/pmc/PMC3159478-6/text.txt.gz,4205
101575,softcite_data/step1_txt/pmc/PMC3159478-7/text.txt.gz,758
101576,softcite_data/step1_txt/pmc/PMC3164415-0/text.txt.gz,4111
101577,softcite_data/step1_txt/pmc/PMC3164415-1/text.txt.gz,2231
101578,softcite_data/step1_txt/pmc/PMC3164564-0/text.txt.gz,4564
101579,softcite_data/step1_txt/pmc/PMC3164564-1/text.txt.gz,3914
101580,softcite_data/step1_txt/pmc/PMC3164564-2/text.txt.gz,4306
101581,softcite_data/step1_txt/pmc/PMC3164564-3/text.txt.gz,3928
101582,softcite_data/step1_txt/pmc/PMC3164564-4/text.txt.gz,4578
101583,softcite_data/step1_txt/pmc/PMC3164564-5/text.txt.gz,5246
101584,softcite_data/step1_txt/pmc/PMC3164564-6/text.txt.gz,4279
101585,softcite_data/step1_txt/pmc/PMC3164564-7/text.txt.gz,3609
101586,softcite_data/step1_txt/pmc/PMC3164564-8/text.txt.gz,2046
101587,softcite_data/step1_txt/pmc/PMC3172448-0/text.txt.gz,3433
101588,softcite_data/step1_txt/pmc/PMC3172448-1/text.txt.gz,376
101589,softcite_data/step1_txt/pmc/PMC3172524-0/text.txt.gz,4015
101590,softcite_data/step1_txt/pmc/PMC3172530-0/text.txt.gz,3044
101591,softcite_data/step1_txt/pmc/PMC3172530-1/text.txt.gz,59
101592,softcite_data/step1_txt/pmc/PMC3173807-0/text.txt.gz,4349
101593,softcite_data/step1_txt/pmc/PMC3173807-1/text.txt.gz,3357
101594,softcite_data/step1_txt/pmc/PMC3173807-2/text.txt.gz,3602
101595,softcite_data/step1_txt/pmc/PMC3173807-3/text.txt.gz,3994
101596,softcite_data/step1_txt/pmc/PMC3173807-4/text.txt.gz,3124
101597,softcite_data/step1_txt/pmc/PMC3173807-5/text.txt.gz,5521
101598,softcite_data/step1_txt/pmc/PMC3173807-6/text.txt.gz,3733
101599,softcite_data/step1_txt/pmc/PMC3173807-7/text.txt.gz,3630
101600,softcite_data/step1_txt/pmc/PMC3173807-8/text.txt.gz,3158
101601,softcite_data/step1_txt/pmc/PMC3173807-9/text.txt.gz,252
101602,softcite_data/step1_txt/pmc/PMC3177208-0/text.txt.gz,3425
101603,softcite_data/step1_txt/pmc/PMC3177208-1/text.txt.gz,3820
101604,softcite_data/step1_txt/pmc/PMC3177208-2/text.txt.gz,3817
101605,softcite_data/step1_txt/pmc/PMC3177208-3/text.txt.gz,3231
101606,softcite_data/step1_txt/pmc/PMC3177208-4/text.txt.gz,3959
101607,softcite_data/step1_txt/pmc/PMC3177208-5/text.txt.gz,5112
101608,softcite_data/step1_txt/pmc/PMC3177208-6/text.txt.gz,3572
101609,softcite_data/step1_txt/pmc/PMC3177208-7/text.txt.gz,3840
101610,softcite_data/step1_txt/pmc/PMC3177208-8/text.txt.gz,4484
101611,softcite_data/step1_txt/pmc/PMC3177208-9/text.txt.gz,1217
101612,softcite_data/step1_txt/pmc/PMC3177212-0/text.txt.gz,5357
101613,softcite_data/step1_txt/pmc/PMC3177212-1/text.txt.gz,4505
101614,softcite_data/step1_txt/pmc/PMC3177212-2/text.txt.gz,7553
101615,softcite_data/step1_txt/pmc/PMC3177212-3/text.txt.gz,3355
101616,softcite_data/step1_txt/pmc/PMC3177212-4/text.txt.gz,3936
101617,softcite_data/step1_txt/pmc/PMC3177212-5/text.txt.gz,3507
101618,softcite_data/step1_txt/pmc/PMC3177212-6/text.txt.gz,3939
101619,softcite_data/step1_txt/pmc/PMC3177212-7/text.txt.gz,1579
101620,softcite_data/step1_txt/pmc/PMC3177242-0/text.txt.gz,3427
101621,softcite_data/step1_txt/pmc/PMC3177242-1/text.txt.gz,755
101622,softcite_data/step1_txt/pmc/PMC3179381-0/text.txt.gz,4670
101623,softcite_data/step1_txt/pmc/PMC3179381-1/text.txt.gz,3201
101624,softcite_data/step1_txt/pmc/PMC3179381-2/text.txt.gz,3818
101625,softcite_data/step1_txt/pmc/PMC3179381-3/text.txt.gz,3620
101626,softcite_data/step1_txt/pmc/PMC3179381-4/text.txt.gz,4538
101627,softcite_data/step1_txt/pmc/PMC3179381-5/text.txt.gz,563
101628,softcite_data/step1_txt/pmc/PMC3181787-0/text.txt.gz,4158
101629,softcite_data/step1_txt/pmc/PMC3181787-1/text.txt.gz,4289
101630,softcite_data/step1_txt/pmc/PMC3181787-2/text.txt.gz,2556
101631,softcite_data/step1_txt/pmc/PMC3181878-0/text.txt.gz,4001
101632,softcite_data/step1_txt/pmc/PMC3182444-0/text.txt.gz,7730
101633,softcite_data/step1_txt/pmc/PMC3182444-1/text.txt.gz,4648
101634,softcite_data/step1_txt/pmc/PMC3182444-2/text.txt.gz,3899
101635,softcite_data/step1_txt/pmc/PMC3182444-3/text.txt.gz,193
101636,softcite_data/step1_txt/pmc/PMC3184742-0/text.txt.gz,3505
101637,softcite_data/step1_txt/pmc/PMC3191432-0/text.txt.gz,3183
101638,softcite_data/step1_txt/pmc/PMC3191432-1/text.txt.gz,4315
101639,softcite_data/step1_txt/pmc/PMC3191432-2/text.txt.gz,3480
101640,softcite_data/step1_txt/pmc/PMC3191432-3/text.txt.gz,5870
101641,softcite_data/step1_txt/pmc/PMC3191432-4/text.txt.gz,4995
101642,softcite_data/step1_txt/pmc/PMC3191432-5/text.txt.gz,1445
101643,softcite_data/step1_txt/pmc/PMC3193002-0/text.txt.gz,4282
101644,softcite_data/step1_txt/pmc/PMC3193002-1/text.txt.gz,3030
101645,softcite_data/step1_txt/pmc/PMC3193002-2/text.txt.gz,4345
101646,softcite_data/step1_txt/pmc/PMC3193002-3/text.txt.gz,3478
101647,softcite_data/step1_txt/pmc/PMC3193002-4/text.txt.gz,4903
101648,softcite_data/step1_txt/pmc/PMC3193002-5/text.txt.gz,4148
101649,softcite_data/step1_txt/pmc/PMC3193002-6/text.txt.gz,1032
101650,softcite_data/step1_txt/pmc/PMC3194040-0/text.txt.gz,6215
101651,softcite_data/step1_txt/pmc/PMC3194040-1/text.txt.gz,3894
101652,softcite_data/step1_txt/pmc/PMC3194040-2/text.txt.gz,3583
101653,softcite_data/step1_txt/pmc/PMC3194040-3/text.txt.gz,5668
101654,softcite_data/step1_txt/pmc/PMC3194040-4/text.txt.gz,3171
101655,softcite_data/step1_txt/pmc/PMC3194040-5/text.txt.gz,3798
101656,softcite_data/step1_txt/pmc/PMC3194040-6/text.txt.gz,443
101657,softcite_data/step1_txt/pmc/PMC3194784-0/text.txt.gz,4110
101658,softcite_data/step1_txt/pmc/PMC3195268-0/text.txt.gz,3901
101659,softcite_data/step1_txt/pmc/PMC3195268-1/text.txt.gz,4641
101660,softcite_data/step1_txt/pmc/PMC3195268-2/text.txt.gz,4022
101661,softcite_data/step1_txt/pmc/PMC3195268-3/text.txt.gz,3352
101662,softcite_data/step1_txt/pmc/PMC3195268-4/text.txt.gz,3145
101663,softcite_data/step1_txt/pmc/PMC3195268-5/text.txt.gz,1938
101664,softcite_data/step1_txt/pmc/PMC3197029-0/text.txt.gz,3791
101665,softcite_data/step1_txt/pmc/PMC3197029-1/text.txt.gz,3736
101666,softcite_data/step1_txt/pmc/PMC3197029-2/text.txt.gz,1208
101667,softcite_data/step1_txt/pmc/PMC3198078-0/text.txt.gz,4437
101668,softcite_data/step1_txt/pmc/PMC3198078-1/text.txt.gz,5763
101669,softcite_data/step1_txt/pmc/PMC3198078-2/text.txt.gz,1514
101670,softcite_data/step1_txt/pmc/PMC3198080-0/text.txt.gz,5850
101671,softcite_data/step1_txt/pmc/PMC3198080-1/text.txt.gz,3243
101672,softcite_data/step1_txt/pmc/PMC3198080-2/text.txt.gz,3452
101673,softcite_data/step1_txt/pmc/PMC3198080-3/text.txt.gz,3326
101674,softcite_data/step1_txt/pmc/PMC3198080-4/text.txt.gz,3473
101675,softcite_data/step1_txt/pmc/PMC3198080-5/text.txt.gz,3520
101676,softcite_data/step1_txt/pmc/PMC3198080-6/text.txt.gz,4248
101677,softcite_data/step1_txt/pmc/PMC3198286-0/text.txt.gz,3142
101678,softcite_data/step1_txt/pmc/PMC3198286-1/text.txt.gz,728
101679,softcite_data/step1_txt/pmc/PMC3199877-0/text.txt.gz,3557
101680,softcite_data/step1_txt/pmc/PMC3199877-1/text.txt.gz,3849
101681,softcite_data/step1_txt/pmc/PMC3199877-2/text.txt.gz,1716
101682,softcite_data/step1_txt/pmc/PMC3200513-0/text.txt.gz,3321
101683,softcite_data/step1_txt/pmc/PMC3200513-1/text.txt.gz,1896
101684,softcite_data/step1_txt/pmc/PMC3201215-0/text.txt.gz,3094
101685,softcite_data/step1_txt/pmc/PMC3201215-1/text.txt.gz,3177
101686,softcite_data/step1_txt/pmc/PMC3201215-2/text.txt.gz,3011
101687,softcite_data/step1_txt/pmc/PMC3202757-0/text.txt.gz,6568
101688,softcite_data/step1_txt/pmc/PMC3202757-1/text.txt.gz,3364
101689,softcite_data/step1_txt/pmc/PMC3202757-2/text.txt.gz,3610
101690,softcite_data/step1_txt/pmc/PMC3202792-0/text.txt.gz,4046
101691,softcite_data/step1_txt/pmc/PMC3202792-1/text.txt.gz,4058
101692,softcite_data/step1_txt/pmc/PMC3202792-2/text.txt.gz,3257
101693,softcite_data/step1_txt/pmc/PMC3202792-3/text.txt.gz,3297
101694,softcite_data/step1_txt/pmc/PMC3202792-4/text.txt.gz,3747
101695,softcite_data/step1_txt/pmc/PMC3202792-5/text.txt.gz,3783
101696,softcite_data/step1_txt/pmc/PMC3202792-6/text.txt.gz,3420
101697,softcite_data/step1_txt/pmc/PMC3202792-7/text.txt.gz,719
101698,softcite_data/step1_txt/pmc/PMC3203616-0/text.txt.gz,3664
101699,softcite_data/step1_txt/pmc/PMC3203616-1/text.txt.gz,4349
101700,softcite_data/step1_txt/pmc/PMC3203616-2/text.txt.gz,6375
101701,softcite_data/step1_txt/pmc/PMC3204054-0/text.txt.gz,5244
101702,softcite_data/step1_txt/pmc/PMC3204054-1/text.txt.gz,2890
101703,softcite_data/step1_txt/pmc/PMC3204076-0/text.txt.gz,3658
101704,softcite_data/step1_txt/pmc/PMC3204076-1/text.txt.gz,3623
101705,softcite_data/step1_txt/pmc/PMC3204076-2/text.txt.gz,3859
101706,softcite_data/step1_txt/pmc/PMC3204076-3/text.txt.gz,3568
101707,softcite_data/step1_txt/pmc/PMC3207207-0/text.txt.gz,3366
101708,softcite_data/step1_txt/pmc/PMC3212585-0/text.txt.gz,3223
101709,softcite_data/step1_txt/pmc/PMC3212585-1/text.txt.gz,3361
101710,softcite_data/step1_txt/pmc/PMC3212585-2/text.txt.gz,2603
101711,softcite_data/step1_txt/pmc/PMC3212591-0/text.txt.gz,4096
101712,softcite_data/step1_txt/pmc/PMC3212666-0/text.txt.gz,3804
101713,softcite_data/step1_txt/pmc/PMC3212666-1/text.txt.gz,4343
101714,softcite_data/step1_txt/pmc/PMC3212666-2/text.txt.gz,235
101715,softcite_data/step1_txt/pmc/PMC3216544-0/text.txt.gz,4172
101716,softcite_data/step1_txt/pmc/PMC3216544-1/text.txt.gz,3688
101717,softcite_data/step1_txt/pmc/PMC3216544-2/text.txt.gz,3460
101718,softcite_data/step1_txt/pmc/PMC3216544-3/text.txt.gz,3066
101719,softcite_data/step1_txt/pmc/PMC3218131-0/text.txt.gz,4224
101720,softcite_data/step1_txt/pmc/PMC3218131-1/text.txt.gz,3004
101721,softcite_data/step1_txt/pmc/PMC3219090-0/text.txt.gz,3873
101722,softcite_data/step1_txt/pmc/PMC3219090-1/text.txt.gz,5056
101723,softcite_data/step1_txt/pmc/PMC3219090-2/text.txt.gz,3541
101724,softcite_data/step1_txt/pmc/PMC3219090-3/text.txt.gz,2733
101725,softcite_data/step1_txt/pmc/PMC3219855-0/text.txt.gz,2896
101726,softcite_data/step1_txt/pmc/PMC3220261-0/text.txt.gz,4250
101727,softcite_data/step1_txt/pmc/PMC3220261-1/text.txt.gz,2921
101728,softcite_data/step1_txt/pmc/PMC3221323-0/text.txt.gz,3774
101729,softcite_data/step1_txt/pmc/PMC3221323-1/text.txt.gz,3418
101730,softcite_data/step1_txt/pmc/PMC3221323-2/text.txt.gz,3611
101731,softcite_data/step1_txt/pmc/PMC3221323-3/text.txt.gz,3519
101732,softcite_data/step1_txt/pmc/PMC3221323-4/text.txt.gz,3092
101733,softcite_data/step1_txt/pmc/PMC3221323-5/text.txt.gz,53
101734,softcite_data/step1_txt/pmc/PMC3223056-0/text.txt.gz,3637
101735,softcite_data/step1_txt/pmc/PMC3223056-1/text.txt.gz,3436
101736,softcite_data/step1_txt/pmc/PMC3223056-10/text.txt.gz,3694
101737,softcite_data/step1_txt/pmc/PMC3223056-11/text.txt.gz,1566
101738,softcite_data/step1_txt/pmc/PMC3223056-2/text.txt.gz,4709
101739,softcite_data/step1_txt/pmc/PMC3223056-3/text.txt.gz,3202
101740,softcite_data/step1_txt/pmc/PMC3223056-4/text.txt.gz,4625
101741,softcite_data/step1_txt/pmc/PMC3223056-5/text.txt.gz,4015
101742,softcite_data/step1_txt/pmc/PMC3223056-6/text.txt.gz,3432
101743,softcite_data/step1_txt/pmc/PMC3223056-7/text.txt.gz,5048
101744,softcite_data/step1_txt/pmc/PMC3223056-8/text.txt.gz,4023
101745,softcite_data/step1_txt/pmc/PMC3223056-9/text.txt.gz,4108
101746,softcite_data/step1_txt/pmc/PMC3225968-0/text.txt.gz,4118
101747,softcite_data/step1_txt/pmc/PMC3225968-1/text.txt.gz,3961
101748,softcite_data/step1_txt/pmc/PMC3225968-2/text.txt.gz,3643
101749,softcite_data/step1_txt/pmc/PMC3225968-3/text.txt.gz,5367
101750,softcite_data/step1_txt/pmc/PMC3225968-4/text.txt.gz,4918
101751,softcite_data/step1_txt/pmc/PMC3225968-5/text.txt.gz,4270
101752,softcite_data/step1_txt/pmc/PMC3225968-6/text.txt.gz,2571
101753,softcite_data/step1_txt/pmc/PMC3230829-0/text.txt.gz,3455
101754,softcite_data/step1_txt/pmc/PMC3230829-1/text.txt.gz,3207
101755,softcite_data/step1_txt/pmc/PMC3230829-2/text.txt.gz,3592
101756,softcite_data/step1_txt/pmc/PMC3230829-3/text.txt.gz,4415
101757,softcite_data/step1_txt/pmc/PMC3230829-4/text.txt.gz,3809
101758,softcite_data/step1_txt/pmc/PMC3230829-5/text.txt.gz,4308
101759,softcite_data/step1_txt/pmc/PMC3230829-6/text.txt.gz,229
101760,softcite_data/step1_txt/pmc/PMC3234630-0/text.txt.gz,3399
101761,softcite_data/step1_txt/pmc/PMC3234630-1/text.txt.gz,3715
101762,softcite_data/step1_txt/pmc/PMC3234630-2/text.txt.gz,4362
101763,softcite_data/step1_txt/pmc/PMC3234630-3/text.txt.gz,4203
101764,softcite_data/step1_txt/pmc/PMC3234630-4/text.txt.gz,3283
101765,softcite_data/step1_txt/pmc/PMC3234630-5/text.txt.gz,3770
101766,softcite_data/step1_txt/pmc/PMC3234630-6/text.txt.gz,2375
101767,softcite_data/step1_txt/pmc/PMC3234916-0/text.txt.gz,3145
101768,softcite_data/step1_txt/pmc/PMC3234916-1/text.txt.gz,3591
101769,softcite_data/step1_txt/pmc/PMC3234916-2/text.txt.gz,4623
101770,softcite_data/step1_txt/pmc/PMC3234916-3/text.txt.gz,4801
101771,softcite_data/step1_txt/pmc/PMC3234916-4/text.txt.gz,3987
101772,softcite_data/step1_txt/pmc/PMC3234916-5/text.txt.gz,3623
101773,softcite_data/step1_txt/pmc/PMC3234916-6/text.txt.gz,3867
101774,softcite_data/step1_txt/pmc/PMC3234916-7/text.txt.gz,4289
101775,softcite_data/step1_txt/pmc/PMC3236159-0/text.txt.gz,3133
101776,softcite_data/step1_txt/pmc/PMC3236159-1/text.txt.gz,3427
101777,softcite_data/step1_txt/pmc/PMC3236159-2/text.txt.gz,434
101778,softcite_data/step1_txt/pmc/PMC3240954-0/text.txt.gz,7953
101779,softcite_data/step1_txt/pmc/PMC3240954-1/text.txt.gz,5756
101780,softcite_data/step1_txt/pmc/PMC3240954-2/text.txt.gz,3988
101781,softcite_data/step1_txt/pmc/PMC3240954-3/text.txt.gz,3360
101782,softcite_data/step1_txt/pmc/PMC3240954-4/text.txt.gz,3191
101783,softcite_data/step1_txt/pmc/PMC3240954-5/text.txt.gz,614
101784,softcite_data/step1_txt/pmc/PMC3241662-0/text.txt.gz,3673
101785,softcite_data/step1_txt/pmc/PMC3241662-1/text.txt.gz,5502
101786,softcite_data/step1_txt/pmc/PMC3241662-2/text.txt.gz,3478
101787,softcite_data/step1_txt/pmc/PMC3241662-3/text.txt.gz,1703
101788,softcite_data/step1_txt/pmc/PMC3242594-0/text.txt.gz,4582
101789,softcite_data/step1_txt/pmc/PMC3242594-1/text.txt.gz,3480
101790,softcite_data/step1_txt/pmc/PMC3242594-2/text.txt.gz,3870
101791,softcite_data/step1_txt/pmc/PMC3242594-3/text.txt.gz,4729
101792,softcite_data/step1_txt/pmc/PMC3242594-4/text.txt.gz,4052
101793,softcite_data/step1_txt/pmc/PMC3242594-5/text.txt.gz,2204
101794,softcite_data/step1_txt/pmc/PMC3243086-0/text.txt.gz,5188
101795,softcite_data/step1_txt/pmc/PMC3243086-1/text.txt.gz,2951
101796,softcite_data/step1_txt/pmc/PMC3245093-0/text.txt.gz,4921
101797,softcite_data/step1_txt/pmc/PMC3245093-1/text.txt.gz,3858
101798,softcite_data/step1_txt/pmc/PMC3245093-2/text.txt.gz,5082
101799,softcite_data/step1_txt/pmc/PMC3245093-3/text.txt.gz,3435
101800,softcite_data/step1_txt/pmc/PMC3245093-4/text.txt.gz,493
101801,softcite_data/step1_txt/pmc/PMC3245946-0/text.txt.gz,3801
